전자회로, 전자, 정공, 트랜지스터, 포화, 활성, 발진, 주파수, 전압, 전류, 부하, 회로, 도체, 반도체, FET
C언어, 문법, 변수, 함수, 배열, 포인터, for, int, char, void, if
마이크로 컨트롤러, 인터럽트, volatile, LED, 타이머, OCR1A, 오버플로, 스텝모터, int, char, while, if
JAVA, 문법, 변수, 메소드, 배열, 클래스, 객체, 인스턴스, Swing, 스윙, 컴포넌트, JFrame, public, private, import,for, int, char, if, String
임베디드, 상태도, entity, IEEE, process, signal, clock, library, RTL
C++, CDoc, 문법, 변수, 함수, 배열, 포인터, 인스턴스, for, int, char,void, if, CString, 클래스, 객체, onDraw, 메시지
